id,image_url,permalink
68,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/russian-smoker.jpg,https://www.snopes.com/fact-check/did-man-lock-head-cage/
69,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/best-and-worst-presidents.jpg,https://www.snopes.com/fact-check/was-trump-best-worst-president-time/
70,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/hydro-mx-motorcycle.jpg,https://www.snopes.com/fact-check/daredevil-ride-motorcycle-lake-como/
72,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/dogman.jpg,https://www.snopes.com/fact-check/mysterious-creature-terrorizing-argentina/
73,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/fake-bbc-report.jpg,https://www.snopes.com/fact-check/bbc-nato-russia-nuclear-incident/
74,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/mcgonigle.jpg,https://www.snopes.com/fact-check/is-this-proof-white-helmets-staged-chemical-attack/
75,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/qr-code-fake.jpg,https://www.snopes.com/fact-check/starbucks-coupon-for-black-customers-only/
76,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/facebook-videos.jpg,https://www.snopes.com/fact-check/mark-zuckerberg-closing-facebook/
77,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/knocked-over-statue.jpg,https://www.snopes.com/fact-check/was-statue-unknown-soldier-vandals/
79,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/not-jeffery-dahmer.jpg,https://www.snopes.com/fact-check/jeffrey-dahmer-next-ice-bong/
80,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/forbes-whale.jpg,https://www.snopes.com/fact-check/sperm-whale-die-swallowing-64-pounds-plastic-debris/
81,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/30226441_1745278768844782_6072494758747824213_n.jpg,https://www.snopes.com/fact-check/liberals-protesting-trump-photo/
82,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/history-lovers-club.jpg,https://www.snopes.com/fact-check/daredevils-playing-tennis-airplane/
83,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/fishing-shadow.jpg,https://www.snopes.com/fact-check/did-a-sunbather-catch-a-cobra-bare-hands/
84,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/26230154_1900598443303351_4966851516246143874_n.jpg,https://www.snopes.com/fact-check/schwarzenegger-hotel-statue/
85,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/like-farm-scam.jpg,https://www.snopes.com/fact-check/did-sick-childs-classmates-refuse-birthday/
88,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/harry-potter-cursed-child-movie.jpg,https://www.snopes.com/fact-check/harry-potter-cursed-child-movie-poster/
89,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/monster-claws.jpg,https://www.snopes.com/fact-check/monstrous-paws-alabama/
90,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/not-a-weasel.jpg,https://www.snopes.com/fact-check/short-tailed-weasel/
91,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/killing-gators-1.jpg,https://www.snopes.com/fact-check/stop-killing-alligators-gatorade/
92,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/northern-lights-from-space.jpg,https://www.snopes.com/fact-check/northern-lights-seen-space/
93,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/nazi-salute.jpg,https://www.snopes.com/fact-check/david-hogg-give-nazi-salute/
94,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/Emma-Gonzalez-Britney-meme.jpg,https://www.snopes.com/fact-check/was-emma-gonzalez-attacking-truck/
95,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/mexico-and-trump.jpg,https://www.snopes.com/fact-check/did-trump-slap-mexico-city-mayor/
96,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/emmatear.jpg,https://www.snopes.com/fact-check/emma-gonzalez-ripping-up-constitution/
97,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/napoleon-dynamite-sequel.jpg,https://www.snopes.com/fact-check/napoleon-dynamite-sequel/
99,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/half-a-camel.jpg,https://www.snopes.com/fact-check/half-body-camel/
100,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/trump-melania-and-stormy-daniels.jpg,https://www.snopes.com/fact-check/donald-trump-melania-trump-stormy-daniels/
101,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/karl-marx-tweet.jpg,https://www.snopes.com/fact-check/karl-marx-banknote-released-germany/
102,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/tv-fox.jpg,https://www.snopes.com/fact-check/super-antenna-octa-air-legitimate-replacement-cable/
103,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/hawking-vietnam.jpg,https://www.snopes.com/fact-check/stephen-hawking-vietnam-war-protest/
104,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/fan-made-movie-poster.jpg,https://www.snopes.com/fact-check/did-disney-announce-bedknobs-broomsticks/
105,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/not-kray-twins.jpg,https://www.snopes.com/fact-check/kray-twins-use-elephant-rob-london-tram/
106,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/based-stickman-propoganda.jpg,https://www.snopes.com/fact-check/did-girl-smile-carved-face-south-africa/
107,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/elephants-jumping.jpg,https://www.snopes.com/fact-check/is-this-jumping-baby-elephant/
108,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/trump-stops-mugging-1.jpg,https://www.snopes.com/fact-check/trump-stops-mugging-1991/
109,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/no-billboards-in-space.jpg,https://www.snopes.com/fact-check/is-this-carl-sagan-holding-a-no-billboards-in-space-sign/
111,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/Not-James-Hetfield.jpg,https://www.snopes.com/fact-check/is-james-hetfield-standing-near-a-bear-he-killed/
112,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/shark-on-beach.jpg,https://www.snopes.com/fact-check/did-huge-shark-wash-up-kitty-hawk/
113,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/obama-v-trump-2.jpg,https://www.snopes.com/fact-check/presidential-responses-school-shootings/
114,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/chris-williams-parkland.png,https://www.snopes.com/fact-check/chris-williams-parkland/
115,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/Black-Panther-fake-attack1.jpg,https://www.snopes.com/fact-check/are-white-people-being-assaulted-at-showing-of-black-panther/
116,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/nikolascruzmakarov.jpg,https://www.snopes.com/fact-check/did-shooters-instagram-picture-maga-hat/
117,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/fake-antifa.jpg,https://www.snopes.com/fact-check/florida-shooter-antifa-shirt/
118,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/In-Israel-armed-teachers-protect-children.jpg,https://www.snopes.com/fact-check/is-armed-teacher-students-israel/
119,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/beware-sign.jpg,https://www.snopes.com/fact-check/beware-billionaire-hunters-sign-real/
120,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/metal-af.jpg,https://www.snopes.com/fact-check/hermit-crab-using-skull-shell/
121,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/frozen-IRTYSH-RIVER.jpg,https://www.snopes.com/fact-check/frozen-river-scream-ghostface/
123,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/tesla-in-space.jpg,https://www.snopes.com/fact-check/tesla-car-really-space/
124,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/goliath-skeleton.jpg,https://www.snopes.com/fact-check/is-this-goliath-skeleton-real/
125,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/eagles-tweet.png,https://www.snopes.com/fact-check/eagles-respond-trumps-congratulatory-tweet-vulgarity/
127,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/joe-kennedy-tweets.jpg,https://www.snopes.com/fact-check/joe-kennedys-palm-beach-house-security-wall/
129,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/pelosi-scolds-democrat.jpg,https://www.snopes.com/fact-check/pelosi-sanchez-state-of-union/
130,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/27072590_959807020868233_2544880065434527538_n.png,https://www.snopes.com/fact-check/did-democrats-check-phones-sotu-address/
132,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/womensmarch10.jpg,https://www.snopes.com/fact-check/wheres-damn-dinner-plane-banner-flown-womens-march/
133,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/elephant-collage.jpg,https://www.snopes.com/fact-check/elephant-mountain-real-place/
134,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/pope-on-halloween.jpg,https://www.snopes.com/fact-check/pope-francis-merengue/
135,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/airplane-fire.jpg,https://www.snopes.com/fact-check/is-this-video-of-an-airplane-on-fire-real/
136,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/stormy-vs-stormy.jpg,https://www.snopes.com/fact-check/stormy-daniels-say-president-trump-ate-pizza-tiny-pizza-toppings/
137,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/stabbing-video.jpg,https://www.snopes.com/fact-check/halal-slash-video/
138,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/galton-box.jpg,https://www.snopes.com/fact-check/machine-automatically-sorting-colored-balls/
139,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/not-hollywood.jpg,https://www.snopes.com/fact-check/a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment/
140,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/not-an-alien-attack.jpg,https://www.snopes.com/fact-check/did-energy-weapon-strike-michigan/
141,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/our-congress-hard-at-work.jpg,https://www.snopes.com/fact-check/is-this-our-congress-hard-at-work/
143,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/26169900_713070272230998_6068165661028487325_n.jpg,https://www.snopes.com/fact-check/former-presidents-mocked-trump-about-his-first-try-tweet/
144,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/oprah-and-harvey.jpg,https://www.snopes.com/fact-check/oprah-kissing-weinstein-cheek/
145,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/romania-ufo.jpg,https://www.snopes.com/fact-check/alien-spotted-boarding-ufo-in-romania/
146,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/Pasted-image-at-2018_01_07-06_01-PM.png,https://www.snopes.com/fact-check/kim-jong-un-reading-fire-fury/
147,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/Trump-bereaved-picture.jpg,https://www.snopes.com/fact-check/picture-soldier-family-killed/
148,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/daca.jpg,https://www.snopes.com/fact-check/were-daca-recipients-burning-flag/
149,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/who-wore-it-better.jpg,https://www.snopes.com/fact-check/melania-trump-wore-shower-curtains/
150,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/cowhood01.jpg,https://www.snopes.com/fact-check/cow-on-hood-car/
151,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/real-mermaid.jpg,https://www.snopes.com/fact-check/real-mermaid-found-india/
153,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/mueller-and-trump.jpg,https://www.snopes.com/fact-check/is-this-a-real-photograph-of-robert-mueller-in-vietnam/
154,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/10-downing-dog.jpg,https://www.snopes.com/fact-check/dog-defecate-10-downing-street/
155,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/mitch-mcconnell-fake.jpg,https://www.snopes.com/fact-check/did-c-span-insult-mitch-mcconnell/
156,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/weibo.jpg,https://www.snopes.com/fact-check/is-this-invisibility-cloak-video-real/
158,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/war-on-christmas.jpg,https://www.snopes.com/fact-check/protester-holding-holidays-matter-sign/
159,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/michelle-obama.jpg,https://www.snopes.com/fact-check/time-traveling-hula-hooper-photograph/
160,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/trump-tweets-antimuslim-video.jpg,https://www.snopes.com/fact-check/video-beating-dutch-boy-crutches/
161,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/uncle-putin.jpg,https://www.snopes.com/fact-check/putin-pictured-taking-lollipop-child/
162,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/Screen-Shot-2017-11-28-at-17.43.24.png,https://www.snopes.com/fact-check/libya-slavery/
163,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/LGGBDTTTIQQAAPP.jpg,https://www.snopes.com/fact-check/lggbdtttiqqaapp-lgbt-inclusiveness-training-flyer/
164,https://us-east-1.tchyn.io/snopes-production/uploads/2015/02/niagara.jpg,https://www.snopes.com/fact-check/niagara-falls-frozen/
165,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/childgun.jpg,https://www.snopes.com/fact-check/child-shooting-dog-photos/
166,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/ryan-zinke-maybe.png,https://www.snopes.com/fact-check/ryan-zinke-dead-elephant/
167,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/orwell-and-hemingway.jpg,https://www.snopes.com/fact-check/image-shows-george-orwell-and-ernest-hemingway-during-the-spanish-civil-war/
168,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/average-rob.jpg,https://www.snopes.com/fact-check/obama-sleeping-man-subway/
169,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/aiden-benjamin.jpg,https://www.snopes.com/fact-check/photographer-said-franken-image-was-staged/
172,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/giacomo-calabrese-look-familiar-its-the-texas-church-shooter.jpg,https://www.snopes.com/fact-check/image-depict-texas-church-shooter-bernie-sanders-rally/
173,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/muslimmarch.jpg,https://www.snopes.com/fact-check/video-muslims-sharia-ashoura/
174,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/deported-veterans.jpg,https://www.snopes.com/fact-check/image-shows-a-group-of-deported-veterans/
177,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/andre-the-giant.jpg,https://www.snopes.com/fact-check/andre-giant-holding-beer-can/
178,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/Screenshot-2017-11-08-at-10.02.07-AM.png,https://www.snopes.com/fact-check/shinzo-abe-roll-golf-bunker-round-trump/
179,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/fb-page-screenshot.jpg,https://www.snopes.com/fact-check/did-michael-lombardi-kill-a-hibernating-bear-in-new-jersey/
180,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/obama-trump.jpg,https://www.snopes.com/fact-check/did-trump-impatiently-dump-fish-food-in-japanese-koi-pond/
181,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/papa-johns-little-caesar-the-other-90-meme.jpg,https://www.snopes.com/fact-check/papa-johns-little-caesars-meme/
182,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/face-cream-ad.jpg,https://www.snopes.com/fact-check/is-this-woman-playing-ping-pong-with-her-face/
183,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/biden-grope.jpg,https://www.snopes.com/fact-check/joe-biden-grope-photograph/
184,https://us-east-1.tchyn.io/snopes-production/uploads/2013/07/fence.jpg,https://www.snopes.com/fact-check/dont-whizz-on-the-electric-fence/
185,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/vic-berger-trump.jpg,https://www.snopes.com/fact-check/trump-unflattering-image/
186,https://us-east-1.tchyn.io/snopes-production/uploads/2013/11/lambeau2.jpg,https://www.snopes.com/fact-check/veterans-day-tribute/
187,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/security-camera.jpg,https://www.snopes.com/fact-check/ghost-on-camera-hallways-ireland-school/
188,https://us-east-1.tchyn.io/snopes-production/uploads/2015/11/disgusting.jpg,https://www.snopes.com/fact-check/ladybugs-beetles-dog-mouth/
189,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/owl-orgasm.jpg,https://www.snopes.com/fact-check/is-this-owl-having-an-orgasm/
190,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/hendrix.jpg,https://www.snopes.com/fact-check/did-a-tattooed-jimi-hendrix-ride-a-dune-buggy/
191,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/22687658_1969037260032795_622066198185473843_n.jpg,https://www.snopes.com/fact-check/sarah-huckabee-sanders-kkk-robe-halloween/
192,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/hybrid-collage.jpg,https://www.snopes.com/fact-check/half-human-half-lion-hybrid-creature-indonesia/
193,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/not-melania-trump.jpg,https://www.snopes.com/fact-check/lawmakers-thong-shows-during-swearing-in/
194,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/melania-trump-body-double.jpg,https://www.snopes.com/fact-check/melania-trump-body-double/
195,https://us-east-1.tchyn.io/snopes-production/uploads/2014/10/buckleybehead.jpg,https://www.snopes.com/fact-check/behead-of-the-family/
196,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/trump-tweet-1.jpg,https://www.snopes.com/fact-check/trump-spray-tan-oval-office/
197,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/obama-awards.jpg,https://www.snopes.com/fact-check/obama-medal-of-freedom-weinstein-clinton-cosby-weiner/
198,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/coyote-dog.jpg,https://www.snopes.com/fact-check/coyote-given-bath-mistaken-dog/
199,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/5__Lamaur_Foster_-_DID_YOU_KNOW_____The_Freddy_Kruger_character_was____.jpg,https://www.snopes.com/fact-check/was-freddy-krueger-real/
200,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/house-saved-by-fire.jpg,https://www.snopes.com/fact-check/did-sprinklers-save-house-from-massive-wildfire/
202,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/frozen-shaft-of-urine.jpg,https://www.snopes.com/fact-check/was-a-woman-killed-frozen-urine/
204,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/1930s-woman-smile-pictures-in-history.jpg,https://www.snopes.com/fact-check/1930s-housewife-smile-therapy/
206,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/lebron-shirt.jpg,https://www.snopes.com/fact-check/lebron-james-wore-protest-shirt/
207,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/maxresdefault.jpg,https://www.snopes.com/fact-check/does-cinderella-surgery-modifies-feet-to-resemble-high-heels/
